household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
323751;311310000;31131;31;76;all;all;1;1;2113.4125569655034;1814454
330912;311130102;31113;31;76;all;all;1;1;1876.0;1816320
350339;310220102;31022;31;76;all;all;1;1;3122.0;1820972
548476;314830101;31483;31;76;all;all;1;1;2075.0;1863992
622475;315570105;31557;31;76;all;all;1;1;900.0;1885055
683823;315554001;31555;31;76;all;some;2;1;3889.5;1901907
73209;092250107;09225;09;76;all;some;2;1;2431.5;425577
164385;113140000;11314;11;76;none;some;0;1;3842.7267701412147;481235
181742;113670000;11367;11;76;all;some;2;1;2928.8695681762706;484694
437554;312970000;31297;31;76;all;all;1;1;1975.78528190829;1838813
518653;314290000;31429;31;76;all;all;1;1;1691.2430761669243;1857463
519856;314420000;31442;31;76;some;some;1;1;4387.625841051466;1857705
543152;314780000;31478;31;76;all;all;1;1;2515.779119050038;1862724
548795;314900000;31490;31;76;all;some;2;1;1758.0;1864070
645952;315410000;31541;31;76;all;some;2;1;5701.5;1891398
688175;315554805;31555;31;76;none;all;0;1;2916.0;1903296
745914;315551203;31555;31;76;none;some;0;1;4488.0;1921266
841175;315555303;31555;31;76;all;all;1;1;2065.0;1951076
997917;323440000;32344;32;76;all;some;2;1;3965.9599868282694;1992585
1074866;811380000;81138;81;76;all;all;1;1;516.5362242756474;6367947
1194692;810650902;81065;81;76;all;some;2;1;5917.5;6397387
1205589;811630102;81163;81;76;all;all;1;1;1399.0;6400794
1240312;821120101;82112;82;76;all;some;2;1;2103.0;6408991
1240543;820670000;82067;82;76;all;some;2;1;3556.100630096503;6409064
1288410;821840000;82184;82;76;all;some;3;1;3912.5391140457805;6418793
269387;310400000;31040;31;76;some;some;1;1;2820.277290958469;1801450
503414;313960000;31396;31;76;all;all;1;1;152.0;1854424
524799;314540000;31454;31;76;all;all;1;1;1167.0;1858693
727212;315550702;31555;31;76;all;all;1;1;1244.0;1915445
874882;315552002;31555;31;76;some;some;1;1;1300.5;1961535
878470;315553702;31555;31;76;some;some;1;1;3193.5;1962651
1210052;820370101;82037;82;76;some;some;2;1;7056.0;6401764
1263427;821240000;82124;82;76;all;some;2;1;2844.3590514368693;6413796
1272721;821350000;82135;82;76;all;some;2;1;3399.554284061923;6415656
106672;111160101;11116;11;76;some;none;1;0;868.5;468567
235903;112620206;11262;11;76;all;none;1;0;1685.0;499630
339941;311450000;31145;31;76;all;none;1;0;2299.2876070806997;1818663
369502;311820000;31182;31;76;all;none;1;0;143.0;1824893
814994;315554805;31555;31;76;some;none;1;0;5076.0;1942852
882131;315554402;31555;31;76;all;none;1;0;1471.0;1963768
975326;322420000;32242;32;76;all;none;2;0;2813.482261593798;1988085
1143397;812890000;81289;81;76;all;none;1;0;426.09093426102635;6382199
1198796;810650402;81065;81;76;all;none;2;0;2188.5;6398700
1266500;821250000;82125;82;76;all;none;1;0;1545.0;6414411
124750;112060103;11206;11;76;all;all;1;2;1372.0;472776
160662;113030000;11303;11;76;all;all;1;2;409.18740728691756;480491
390706;312330000;31233;31;76;all;all;2;2;3712.3529671595024;1829134
425415;312910103;31291;31;76;all;all;2;2;2880.0;1836071
544585;314800000;31480;31;76;all;all;2;2;6242.660315525885;1863061
819081;315551302;31555;31;76;none;all;0;2;3274.0;1944137
861899;315552102;31555;31;76;none;all;0;2;5209.5;1957513
994059;323280000;32328;32;76;all;all;1;2;1634.9240986702534;1991811
27477;091570000;09157;09;76;all;all;2;5;1832.3625987943958;415634
58668;093010000;09301;09;76;all;all;1;5;1455.6865055682115;421898
79051;110240000;11024;11;76;all;all;1;5;2231.4506672455473;462359
120479;112030106;11203;11;76;all;all;1;5;142.0;471627
178274;112660103;11266;11;76;all;all;2;5;3256.5;484008
186536;113820000;11382;11;76;all;all;1;5;1713.7270161410215;485647
548562;314900000;31490;31;76;some;all;1;5;2607.0;1864013
582382;315610102;31561;31;76;some;all;1;5;121.5;1873613
609571;314460101;31446;31;76;all;all;1;5;1530.0;1881167
860784;315550402;31555;31;76;some;all;1;5;4218.0;1957186
1111546;812190000;81219;81;76;all;all;1;5;981.0;6375850
1155414;810040304;81004;81;76;some;all;1;5;54.0;6385454
1158624;810040402;81004;81;76;all;all;1;5;622.0;6386470
1184653;810650601;81065;81;76;all;all;1;5;1541.0;6394195
1231401;820470000;82047;82;76;all;all;3;5;2044.4834986081432;6406719
27528;091570000;09157;09;76;all;all;1;1;2192.87573328627;415645
157203;112890000;11289;11;76;all;all;1;1;2598.0604661256516;479806
644942;315400000;31540;31;76;all;some;2;1;1644.390785965244;1891195
649078;315630000;31563;31;76;all;all;1;1;531.855905634227;1892026
697397;315552002;31555;31;76;all;all;1;1;895.0;1906161
719651;315553802;31555;31;76;some;some;1;1;3847.5;1913104
1150509;810040202;81004;81;76;all;all;1;1;1706.0;6383862
34029;091820000;09182;09;76;all;all;2;2;4345.393379624897;416933
80296;110270000;11027;11;76;all;all;1;2;1594.477844921821;462612
85233;110480000;11048;11;76;some;all;1;2;3326.0659911303637;463603
87150;110510000;11051;11;76;all;all;1;2;1860.8841493118698;463986
234270;112620305;11262;11;76;all;all;2;2;2760.0;499127
318087;311180000;31118;31;76;all;all;2;2;1168.5;1812942
329343;311130105;31113;31;76;all;all;1;2;2105.0;1815913
502386;313960000;31396;31;76;all;all;2;2;660.0;1854220
516646;314230000;31423;31;76;some;some;2;2;3523.7530784265623;1857060
522903;314450000;31445;31;76;some;all;1;2;5424.0;1858314
582533;315610106;31561;31;76;all;all;2;2;1305.0;1873657
608973;314460106;31446;31;76;all;all;1;2;2429.0;1880963
613517;315570104;31557;31;76;all;all;2;2;1048.5;1882401
622276;315570103;31557;31;76;all;all;1;2;725.0;1884993
648847;315630000;31563;31;76;all;all;2;2;3226.12452570412;1891978
660008;315554402;31555;31;76;some;all;1;2;4605.0;1894399
675258;315555801;31555;31;76;all;all;2;2;2880.0;1899184
700285;315555702;31555;31;76;all;all;1;2;1263.0;1907057
704152;315554004;31555;31;76;all;all;2;2;1810.5;1908272
733365;315551102;31555;31;76;all;all;1;2;2143.0;1917387
739530;315551502;31555;31;76;some;all;1;2;1803.0;1919299
772432;315555102;31555;31;76;some;all;1;2;5415.0;1929608
798918;315556001;31555;31;76;all;all;1;2;1649.0;1937799
813274;315554001;31555;31;76;all;all;1;2;3861.0;1942317
836501;315555101;31555;31;76;some;all;1;2;3763.5;1949607
848052;315552102;31555;31;76;some;all;1;2;2929.5;1953195
849769;315555801;31555;31;76;all;all;1;2;832.0;1953744
861700;315554005;31555;31;76;some;all;1;2;2713.5;1957454
867824;315550101;31555;31;76;all;all;1;2;316.0;1959352
873456;315551301;31555;31;76;some;all;1;2;6231.0;1961070
890426;315551502;31555;31;76;some;some;1;2;2019.6000000000001;1966333
899227;315554801;31555;31;76;all;all;1;2;2765.0;1969146
921179;315554702;31555;31;76;some;all;1;2;4095.0;1975945
932684;315554005;31555;31;76;all;all;1;2;1115.0;1979495
949616;321190000;32119;32;76;some;some;2;2;1328.0;1982937
979793;322680000;32268;32;76;some;some;3;2;3715.0609338003546;1988982
1044562;810740000;81074;81;76;all;some;3;2;4100.9152981826555;6360366
1050157;810970000;81097;81;76;some;some;1;2;3093.2533863286353;6361497
1141413;812860000;81286;81;76;some;some;2;2;6999.407378778814;6381797
1143236;812890000;81289;81;76;all;all;2;2;2601.731042083736;6382167
1167272;810040304;81004;81;76;all;all;1;2;635.0;6389276
1182498;810650101;81065;81;76;some;all;1;2;852.0;6393531
1226024;820330101;82033;82;76;all;all;2;2;46.5;6405359
1295133;821210503;82121;82;76;all;all;1;2;2228.0;6420394
79339;110240000;11024;11;76;all;all;1;4;642.9144683897554;462416
144659;112430000;11243;11;76;all;all;1;4;3492.1565802277314;477298
181559;113660000;11366;11;76;all;all;1;4;933.0575110228223;484658
318509;310690102;31069;31;76;some;all;1;4;1771.5;1813056
332923;311130103;31113;31;76;some;all;1;4;4220.0;1816847
365759;311720000;31172;31;76;all;all;1;4;1550.040263323361;1824134
377998;311970000;31197;31;76;all;all;3;4;4653.521442192807;1826584
440168;313950107;31395;31;76;all;all;1;4;2367.0;1839475
490805;311870105;31187;31;76;all;all;2;4;3265.5;1851666
620669;311570103;31157;31;76;none;all;0;4;1507.0;1884516
793487;315554007;31555;31;76;none;all;0;4;4806.0;1936118
826322;315552103;31555;31;76;all;all;2;4;2553.0;1946396
868835;315552202;31555;31;76;some;all;1;4;1654.5;1959650
912834;315555502;31555;31;76;all;all;1;4;1560.0;1973375
1023122;320130204;32013;32;76;none;all;0;4;544.0;1998924
1078834;811450000;81145;81;76;some;all;1;4;4983.0;6368735
1179013;810600102;81060;81;76;all;all;2;4;3492.0;6392619
1210386;820110000;82011;82;76;all;all;2;4;1686.1760234154635;6401832
1257093;821080000;82108;82;76;all;all;1;4;598.2136660595642;6412528
1344911;315850000;31585;31;76;none;all;0;4;2052.376274940058;8149064
80778;110300000;11030;11;76;all;all;1;1;1203.4788906765173;462709
142894;112250000;11225;11;76;all;all;1;1;2071.559903176519;476946
132369;111720000;11172;11;76;all;none;2;0;3964.6285014483237;474752
220796;110690201;11069;11;76;all;none;1;0;242.0;494864
311638;310690108;31069;31;76;some;none;1;0;2311.5;1811215
482568;314240104;31424;31;76;all;none;3;0;504.0;1849382
840725;315554201;31555;31;76;all;none;1;0;741.0;1950936
1213880;820180000;82018;82;76;all;none;2;0;3666.6869913626065;6402523
65645;093270000;09327;09;76;all;all;2;2;1926.7398423854745;423318
228179;112620502;11262;11;76;some;all;1;2;3426.0;497212
323380;315060101;31506;31;76;some;all;1;2;4213.5;1814362
331148;311130102;31113;31;76;all;all;2;2;4248.0;1816380
405717;312590000;31259;31;76;all;some;2;2;6554.581456928899;1832113
456679;313150000;31315;31;76;all;some;3;2;4502.612256555062;1843553
509531;314090000;31409;31;76;some;all;1;2;1884.7365964265637;1855643
565666;311490803;31149;31;76;all;all;1;2;4645.0;1868956
572534;311490601;31149;31;76;all;all;1;2;3301.0;1870994
597844;310440105;31044;31;76;all;all;2;2;4569.0;1877930
611941;314460103;31446;31;76;all;all;1;2;3222.0;1881918
615483;315570105;31557;31;76;some;all;1;2;582.0;1882981
656660;315800000;31580;31;76;all;all;2;2;2579.0722733608036;1893537
659700;315550502;31555;31;76;some;all;1;2;3171.0;1894316
690753;315555402;31555;31;76;none;all;0;2;4444.7;1904086
745104;315551202;31555;31;76;none;all;0;2;3144.0;1921005
898983;315552002;31555;31;76;none;all;0;2;3049.0;1969058
994173;323310000;32331;32;76;all;all;3;2;35.37181964489354;1991835
1047212;810810000;81081;81;76;all;all;2;2;4855.141977343425;6360903
1050456;811000000;81100;81;76;all;all;1;2;2291.253558248504;6361557
1103884;812090000;81209;81;76;all;all;2;2;4085.557192686595;6374328
1255117;821020000;82102;82;76;all;all;1;2;2430.986983205346;6412135
1297176;821210102;82121;82;76;none;all;0;2;1271.0;6421024
1358609;315554802;31555;31;76;none;all;0;2;2633.0;8152935
29476;091660000;09166;09;76;all;none;2;0;3089.1943784038654;416033
135706;111920000;11192;11;76;all;none;1;0;2194.804190948939;475499
140187;112120000;11212;11;76;all;none;2;0;2957.734294117487;476402
205864;110690101;11069;11;76;all;none;1;0;1122.0;490154
299197;310690105;31069;31;76;all;none;1;0;2608.0;1807895
488034;314240103;31424;31;76;all;none;1;0;604.0;1850901
766146;315553501;31555;31;76;all;none;1;0;1662.0;1927607
888850;315552204;31555;31;76;all;none;1;0;1190.0;1965845
1224535;820330106;82033;82;76;all;none;1;0;1867.0;6404944
1321071;821210302;82121;82;76;all;none;1;0;1517.0;6428577
75927;110120000;11012;11;76;all;some;3;1;2955.726305599427;461732
521351;314450000;31445;31;76;some;some;1;1;3735.0;1858002
1235507;820630000;82063;82;76;all;some;1;1;1934.8519027953405;6407545
1351685;315550203;31555;31;76;none;all;0;1;3026.0;8150834
28876;091640000;09164;09;76;all;none;1;0;1692.8056332555145;415913
134770;111880000;11188;11;76;all;none;1;0;436.1260108345812;475308
151402;112720000;11272;11;76;all;none;1;0;1395.1069348961316;478644
207506;110690404;11069;11;76;all;none;1;0;34.0;490680
1298235;821210303;82121;82;76;all;none;1;0;900.0;6421359
56607;092830000;09283;09;76;all;all;1;3;1703.337623648675;421475
85259;110480000;11048;11;76;all;all;1;3;1579.4279443608054;463607
163929;113130000;11313;11;76;all;all;2;3;4620.233032210526;481143
169896;113420000;11342;11;76;all;all;2;3;719.1882209935304;482337
232357;112620501;11262;11;76;none;all;0;3;1001.0;498540
239526;112620302;11262;11;76;all;all;1;3;1470.0;500791
301481;311070000;31107;31;76;all;all;2;3;3097.5;1808496
305241;310690106;31069;31;76;some;all;1;3;735.0;1809507
327071;311350000;31135;31;76;all;all;2;3;456.0;1815329
343668;311500000;31150;31;76;some;all;1;3;3085.5;1819614
362285;311650000;31165;31;76;all;all;2;3;2955.0;1823431
473502;314990101;31499;31;76;all;all;2;3;4666.5;1846882
551201;311490201;31149;31;76;none;all;0;3;267.0;1864652
643161;315330000;31533;31;76;all;all;2;3;6085.179040319142;1890840
644570;315350000;31535;31;76;all;all;1;3;2870.7746529754713;1891121
656833;315800000;31580;31;76;all;all;2;3;6051.325963644684;1893571
689375;315552901;31555;31;76;some;all;1;3;4597.5;1903664
725710;315554007;31555;31;76;all;all;1;3;2035.0;1914998
744938;315551301;31555;31;76;some;all;1;3;2976.0;1920951
896293;315554803;31555;31;76;some;all;1;3;2352.0;1968187
1172093;810040301;81004;81;76;some;all;1;3;154.5;6390821
1241916;821120103;82112;82;76;all;all;2;3;4258.5;6409466
1243956;820760000;82076;82;76;all;all;2;3;640.317142543187;6409901
58006;092930000;09293;09;76;all;all;1;1;1760.6628553777841;421763
141457;112170000;11217;11;76;all;all;2;1;1646.7198121589056;476659
142471;112210000;11221;11;76;all;some;2;1;2839.5120775254777;476861
265311;310350000;31035;31;76;all;some;2;1;5138.49643643854;1800620
361653;314670102;31467;31;76;all;some;2;1;2518.5;1823301
388323;312300000;31230;31;76;all;all;2;1;3134.0;1828657
393113;312460000;31246;31;76;all;all;1;1;2580.3354515066176;1829612
475096;314990101;31499;31;76;all;all;1;1;2544.0;1847311
788964;315552005;31555;31;76;all;all;1;1;1774.0;1934744
843789;315551807;31555;31;76;some;some;1;1;3894.0;1951885
855010;315554901;31555;31;76;none;all;0;1;2207.0;1955385
961808;321800000;32180;32;76;all;some;2;1;2198.723086073407;1985350
1013191;320130202;32013;32;76;all;all;1;1;3077.0;1995819
1041947;810700000;81070;81;76;all;some;1;1;120.94203918358562;6359833
1070341;811050107;81105;81;76;some;some;1;1;4944.0;6366955
1097237;811960000;81196;81;76;all;all;1;1;304.8926536026802;6373003
1118310;812270000;81227;81;76;all;all;1;1;2647.7026268429545;6377216
1240373;820660000;82066;82;76;all;all;2;1;1782.485317911511;6409010
1321256;821211102;82121;82;76;some;some;1;1;5358.0;6428638
1361226;321070102;32107;32;76;none;all;0;1;3123.0;8153498
98675;110880000;11088;11;76;all;some;2;1;4649.736664923487;466932
138950;112020000;11202;11;76;all;all;1;1;1070.6727758888512;476151
155609;112850000;11285;11;76;some;some;1;1;2261.4189809661543;479482
162372;113040000;11304;11;76;some;some;1;1;1969.5;480832
163782;113130000;11313;11;76;all;some;2;1;2256.6726224319423;481112
223774;110690403;11069;11;76;all;all;1;1;3425.0;495805
1214423;820370101;82037;82;76;all;all;1;1;945.0;6402631
218882;110690202;11069;11;76;all;none;1;0;2367.0;494267
314349;311170000;31117;31;76;all;none;1;0;3365.306847672245;1811951
317050;310690108;31069;31;76;some;none;1;0;984.0;1812674
346656;311160103;31116;31;76;all;none;1;0;581.1;1820222
428488;312870000;31287;31;76;all;none;1;0;1717.7923303568148;1836683
544446;314800000;31480;31;76;some;none;1;0;2409.63245877703;1863029
641288;315230000;31523;31;76;all;none;1;0;1307.1132615021706;1890465
776342;315551303;31555;31;76;all;none;3;0;2530.0;1930820
807349;315553702;31555;31;76;all;none;1;0;370.0;1940438
847167;315551303;31555;31;76;all;none;1;0;1058.0;1952918
870147;315551701;31555;31;76;all;none;2;0;6223.5;1960048
871225;315552902;31555;31;76;some;none;1;0;4357.5;1960379
913270;315550702;31555;31;76;all;none;1;0;1743.0;1973505
1031398;810380000;81038;81;76;all;none;2;0;3336.92455236204;6357713
1195359;810650602;81065;81;76;all;none;2;0;328.5;6397605
1206527;820010000;82001;82;76;some;none;1;0;2848.740893353699;6401067
105447;111060101;11106;11;76;all;none;1;0;213.0;468317
216467;110690904;11069;11;76;all;none;2;0;2397.0;493495
254307;310330101;31033;31;76;all;none;1;0;590.2;1798388
457222;313190000;31319;31;76;some;none;1;0;1323.6932877868403;1843661
673650;315551802;31555;31;76;all;none;1;0;162.0;1898690
674216;315552003;31555;31;76;some;none;1;0;4309.5;1898869
678473;315550301;31555;31;76;all;none;1;0;2020.0;1900207
923748;315553502;31555;31;76;all;none;1;0;1849.0;1976720
988915;321600101;32160;32;76;all;none;3;0;243.0;1990794
1300098;821210503;82121;82;76;some;none;1;0;3841.5;6421962
29653;091670000;09167;09;76;all;none;1;0;1110.4626056686132;416069
186439;113720000;11372;11;76;all;none;1;0;658.7932069990653;485627
503007;314330101;31433;31;76;all;none;1;0;1320.0;1854342
518686;314300000;31430;31;76;all;none;3;0;2292.934326943146;1857469
825738;315550601;31555;31;76;all;none;1;0;1735.0;1946202
952361;321340000;32134;32;76;all;none;2;0;2823.995627175129;1983477
29717;091670000;09167;09;76;all;none;1;0;2075.6618346179584;416081
103143;110920000;11092;11;76;all;none;2;0;2701.939492230491;467850
185599;113710000;11371;11;76;all;none;1;0;376.2625847896843;485459
773353;315552402;31555;31;76;all;none;2;0;4975.5;1929896
57727;092930000;09293;09;76;none;some;0;1;4173.535714003599;421705
134634;111880000;11188;11;76;some;some;1;1;5042.6701944226415;475282
453273;313040000;31304;31;76;some;some;2;1;5283.126365571429;1842767
553309;311490401;31149;31;76;none;all;0;1;4362.0;1865275
580213;314880101;31488;31;76;none;some;0;1;1786.0;1872949
704949;315553301;31555;31;76;none;all;0;1;1893.0;1908525
745487;315552501;31555;31;76;all;all;1;1;1333.0;1921129
769200;315552101;31555;31;76;none;all;0;1;2257.0;1928566
892765;315551502;31555;31;76;none;some;0;1;5779.5;1967083
914132;315554702;31555;31;76;all;all;1;1;1040.0;1973770
921889;315556002;31555;31;76;all;all;1;1;2096.0;1976168
924805;315553703;31555;31;76;some;some;1;1;8502.0;1977070
930413;315555701;31555;31;76;all;all;1;1;3203.0;1978807
982503;322910000;32291;32;76;all;all;1;1;2645.30594001039;1989523
1120895;812380000;81238;81;76;some;some;2;1;1688.9715338206852;6377731
1282207;821660000;82166;82;76;none;all;0;1;1552.9309429648613;6417555
1298265;821210501;82121;82;76;all;all;1;1;1407.0;6421369
266390;310350000;31035;31;76;some;some;1;1;2161.535104918985;1800841
369720;311820000;31182;31;76;all;all;1;1;2119.0;1824935
393116;312470000;31247;31;76;all;all;1;1;2279.1625125922956;1829613
423136;312840000;31284;31;76;all;some;2;1;257.3055278688099;1835614
442046;313950105;31395;31;76;some;some;2;1;5750.0;1839943
637449;315570109;31557;31;76;all;all;1;1;2111.0;1889503
676480;315553301;31555;31;76;some;some;1;1;2736.0;1899573
789401;315552501;31555;31;76;none;all;0;1;969.0;1934888
893547;315554007;31555;31;76;all;some;2;1;5878.5;1967327
966697;322080000;32208;32;76;some;some;1;1;2752.5;1986349
1025981;810180000;81018;81;76;some;some;1;1;5084.955055825743;6356636
1159962;810040701;81004;81;76;all;some;2;1;660.0;6386894
1317680;821210402;82121;82;76;some;some;1;1;2528.0;6427528
260424;310270000;31027;31;76;all;some;3;1;3017.5791299526395;1799624
367223;311810000;31181;31;76;some;some;3;1;8416.998800105344;1824427
441050;312990000;31299;31;76;some;some;1;1;3566.270312926569;1839696
475316;314240101;31424;31;76;all;some;2;1;436.5;1847369
501185;313890000;31389;31;76;some;some;1;1;3628.3978408811668;1853981
732584;315555301;31555;31;76;none;all;0;1;2101.0;1917129
789795;315550802;31555;31;76;all;all;1;1;1196.0;1935017
796224;315550901;31555;31;76;some;some;1;1;1213.5;1936978
798487;315556001;31555;31;76;all;all;1;1;105.0;1937662
822921;315553504;31555;31;76;all;all;1;1;1907.0;1945322
931581;315551303;31555;31;76;all;all;1;1;170.0;1979162
988581;321600101;32160;32;76;none;some;0;1;6498.0;1990726
1105310;812110000;81211;81;76;some;some;1;1;3693.228433439525;6374611
1163921;810040701;81004;81;76;none;some;0;1;966.0;6388193
1325501;092250107;09225;09;76;none;all;0;1;1595.0;8078669
1361482;324620000;32462;32;76;none;all;0;1;1921.0;8153552
82510;110370000;11037;11;76;all;none;1;0;2113.864941067739;463055
101916;111160102;11116;11;76;all;none;3;0;159.0;467599
120783;111450000;11145;11;76;none;none;0;0;619.5;471711
391755;312380000;31238;31;76;all;none;2;0;3115.0280582819714;1829341
421528;312810000;31281;31;76;some;none;1;0;2236.2161738979607;1835291
439979;315470101;31547;31;76;all;none;1;0;2912.0;1839428
524431;314540000;31454;31;76;all;none;1;0;2548.5;1858620
832558;315553504;31555;31;76;all;none;1;0;6240.0;1948353
899426;315552004;31555;31;76;all;none;2;0;4092.0;1969208
911073;315550801;31555;31;76;none;none;0;0;2064.0;1972830
1010810;324490000;32449;32;76;all;none;2;0;468.410768168047;1995173
1048924;810930000;81093;81;76;all;none;1;0;2935.573941999322;6361246
1113805;812200000;81220;81;76;all;none;1;0;1468.0;6376301
1337126;315840000;31584;31;76;none;none;0;0;2130.0;8147382
76927;110160000;11016;11;76;all;all;1;2;32.17195182189182;461932
80118;110270000;11027;11;76;some;all;1;2;4779.8528943888905;462575
80839;110320000;11032;11;76;all;all;2;2;1921.282062317255;462722
84494;110400000;11040;11;76;all;all;2;2;398.86676605439294;463454
85684;110480000;11048;11;76;all;all;2;2;3208.8881150069437;463691
91157;110720000;11072;11;76;all;all;2;2;1879.400971182726;464955
92475;110780000;11078;11;76;all;all;1;2;1680.2583648373754;465298
111703;111240000;11124;11;76;all;all;1;2;1331.914647024068;469586
113259;111300000;11130;11;76;all;all;3;2;2765.776495602435;469900
114017;111360000;11136;11;76;all;all;2;2;1614.2814746631145;470051
114553;111370000;11137;11;76;all;all;1;2;1940.8101839531578;470160
118267;111450000;11145;11;76;all;all;2;2;2340.0;471039
124640;112060103;11206;11;76;some;all;1;2;3739.5;472749
133313;111780000;11178;11;76;some;all;1;2;4283.413552911907;474991
166703;113250000;11325;11;76;all;all;1;2;387.3811605270804;481699
167106;113270000;11327;11;76;all;all;1;2;3163.1919948858613;481779
177014;113790102;11379;11;76;some;all;1;2;1792.5;483756
177409;113600000;11360;11;76;all;all;2;2;1706.935164551218;483837
180190;113620000;11362;11;76;all;all;2;2;2712.3732048889938;484390
205673;110690404;11069;11;76;all;all;3;2;1824.0;490098
212959;110690702;11069;11;76;all;all;1;2;532.0;492391
223447;110690902;11069;11;76;some;all;1;2;2388.0;495699
322911;315060102;31506;31;76;all;all;1;2;2342.0;1814233
339228;311450000;31145;31;76;all;all;2;2;4793.802816115057;1818477
521106;314510101;31451;31;76;none;all;0;2;3981.0;1857954
571415;311490201;31149;31;76;all;all;2;2;294.0;1870655
763097;315550701;31555;31;76;none;all;0;2;1118.0;1926656
974663;322390000;32239;32;76;all;all;1;2;2276.6964187306053;1987951
1000609;323740000;32374;32;76;all;all;2;2;808.9449417938333;1993125
1005303;324100000;32410;32;76;all;all;2;2;334.29982206916935;1994070
1061057;810990105;81099;81;76;all;all;2;2;3129.0;6364262
1072159;811300000;81130;81;76;some;all;1;2;4030.993452976243;6367409
1181464;810650205;81065;81;76;none;all;0;2;1529.0;6393213
1289778;821860000;82186;82;76;all;all;2;2;3511.5;6419068
1291281;821870000;82187;82;76;all;all;1;2;2130.8839243355487;6419372
1313293;821211001;82121;82;76;all;all;2;2;990.0;6426155
1343264;315840000;31584;31;76;none;all;0;2;687.0;8148688
1373079;810650206;81065;81;76;none;all;0;2;757.0;8344037
713402;315551301;31555;31;76;none;all;0;2;2718.0;1911139
123594;111510000;11151;11;76;some;none;1;0;5456.184729148179;472470
419178;312730000;31273;31;76;all;none;2;0;4586.345950485669;1834816
517070;314270000;31427;31;76;all;none;2;0;2662.877628774904;1857145
603318;310440105;31044;31;76;some;none;1;0;2936.0;1879315
662468;315550901;31555;31;76;all;none;1;0;88.4;1895200
684929;315553702;31555;31;76;all;none;2;0;3625.2000000000003;1902259
713197;315555902;31555;31;76;all;none;2;0;2719.8;1911078
727764;315553802;31555;31;76;all;none;3;0;3091.4;1915612
1015498;320130204;32013;32;76;some;none;1;0;2125.2;1996540
1170475;810040202;81004;81;76;some;none;1;0;648.5999999999999;6390293
1190328;810650501;81065;81;76;some;none;1;0;1387.8;6396007
1215231;820190000;82019;82;76;all;none;2;0;3824.030750402576;6402794
1245555;820790000;82079;82;76;all;none;2;0;5664.791495233066;6410223
1281400;821610000;82161;82;76;all;none;2;0;4141.8;6417394
238895;112620206;11262;11;76;all;none;1;0;2017.0;500591
223409;110690402;11069;11;76;all;none;1;0;1720.0;495688
765100;315551303;31555;31;76;some;none;1;0;3715.5;1927285
1184149;810650801;81065;81;76;all;none;2;0;2719.5;6394039
1303619;821210104;82121;82;76;all;none;1;0;1943.0;6423056
41066;091940000;09194;09;76;none;all;0;1;3499.0;418351
248732;112620301;11262;11;76;some;some;1;1;5746.5;503757
262183;310320000;31032;31;76;all;some;2;1;4213.5;1799982
652607;315730000;31573;31;76;all;all;1;1;3758.174186499399;1892731
692599;315553703;31555;31;76;all;all;1;1;1655.0;1904656
941496;320790000;32079;32;76;all;all;2;1;1829.3634134960614;1981321
1066110;811050103;81105;81;76;some;some;1;1;2520.0;6365740
1254562;820990000;82099;82;76;all;some;2;1;1888.706591206274;6412025
89789;110760107;11076;11;76;all;all;1;2;30.0;464593
300561;310690104;31069;31;76;all;all;1;2;3322.0;1808246
324808;311130102;31113;31;76;some;some;2;2;5030.0;1814750
519073;314350000;31435;31;76;all;all;2;2;2609.0045822385255;1857547
609869;314460106;31446;31;76;none;all;0;2;1959.0;1881264
623919;311570105;31157;31;76;all;all;1;2;1894.0;1885485
648213;315540000;31554;31;76;all;all;2;2;978.6285805753586;1891850
774298;315555503;31555;31;76;all;all;1;2;1812.0;1930192
825537;315553504;31555;31;76;all;all;1;2;2811.0;1946136
858446;315554603;31555;31;76;all;all;1;2;1198.0;1956430
892225;315553901;31555;31;76;none;all;0;2;2731.5;1966917
953316;321070101;32107;32;76;none;all;0;2;168.0;1983668
1042749;810700000;81070;81;76;all;all;2;2;2559.495980945111;6359998
1098023;812010000;81201;81;76;all;all;1;2;1441.762904368852;6373161
1358221;315555001;31555;31;76;none;all;0;2;3835.0;8152842
31085;091700000;09170;09;76;some;none;1;0;3297.38820006929;416352
68543;092250104;09225;09;76;all;none;2;0;4818.0;424140
80066;110250000;11025;11;76;all;none;2;0;2530.7023857359004;462563
118915;111450000;11145;11;76;all;none;2;0;1779.0;471209
135058;111880000;11188;11;76;some;none;1;0;3496.6779527891586;475367
153433;112790000;11279;11;76;some;none;1;0;2739.1341101979624;479050
238027;112620101;11262;11;76;all;none;2;0;2680.5;500314
299881;310560101;31056;31;76;all;none;1;0;207.0;1808070
335397;311360000;31136;31;76;all;none;3;0;5564.822243193193;1817480
355677;311610000;31161;31;76;all;none;1;0;2576.108208568735;1822066
363333;311650000;31165;31;76;all;none;3;0;4322.0;1823642
420449;315260102;31526;31;76;all;none;1;0;1852.0;1835073
436110;312970000;31297;31;76;all;none;3;0;6578.054591989457;1838449
463168;313390000;31339;31;76;all;none;2;0;1898.7638490803647;1844833
473011;313580000;31358;31;76;all;none;2;0;6233.056046142523;1846771
481446;314240102;31424;31;76;all;none;1;0;599.0;1849070
